I2M2;v1.0.6;2023-04-26;Temps d'execution :;10.35secs
CODE_OPERATION;CODE_STATION;DATE;CODE_PAR;LIB_PAR;RESULTAT;COMMENTAIRE
0418419502/06/2022;04184195;02/06/2022;8057;AverageScorePerTaxonI2M2;0.8574;
0418419502/06/2022;04184195;02/06/2022;8056;PolyvoltinismeI2M2;0.9135;
0418419502/06/2022;04184195;02/06/2022;8055;OvovivipariteI2M2;0.8013;
0418419502/06/2022;04184195;02/06/2022;8054;RichesseI2M2;0.7347;
0418419502/06/2022;04184195;02/06/2022;7613;Ind Invert Multimetrique;0.8275;
0418419502/06/2022;04184195;02/06/2022;8050;NbTaxonsI2M2Contributifs;62;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206, 3170.
0418483025/08/2022;04184830;25/08/2022;8058;IndiceShannonI2M2;0.8204;
0418483025/08/2022;04184830;25/08/2022;8057;AverageScorePerTaxonI2M2;0.9024;
0418483025/08/2022;04184830;25/08/2022;8056;PolyvoltinismeI2M2;0.8064;
0418483025/08/2022;04184830;25/08/2022;8055;OvovivipariteI2M2;0.702;
0418483025/08/2022;04184830;25/08/2022;8054;RichesseI2M2;0.7551;
0418483025/08/2022;04184830;25/08/2022;7613;Ind Invert Multimetrique;0.7983;
0418483025/08/2022;04184830;25/08/2022;8050;NbTaxonsI2M2Contributifs;59;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011.
0418495025/08/2022;04184950;25/08/2022;8058;IndiceShannonI2M2;0.2984;
0418495025/08/2022;04184950;25/08/2022;8057;AverageScorePerTaxonI2M2;0.7632;
0418495025/08/2022;04184950;25/08/2022;8056;PolyvoltinismeI2M2;0.8375;
0418495025/08/2022;04184950;25/08/2022;8055;OvovivipariteI2M2;0.5953;
0418495025/08/2022;04184950;25/08/2022;8054;RichesseI2M2;0.5005;
0418495025/08/2022;04184950;25/08/2022;7613;Ind Invert Multimetrique;0.6212;
0418495025/08/2022;04184950;25/08/2022;8050;NbTaxonsI2M2Contributifs;51;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3170.
0418670025/08/2022;04186700;25/08/2022;8058;IndiceShannonI2M2;0.9423;
0418670025/08/2022;04186700;25/08/2022;8057;AverageScorePerTaxonI2M2;0.7857;
0418670025/08/2022;04186700;25/08/2022;8056;PolyvoltinismeI2M2;0.8273;
0418670025/08/2022;04186700;25/08/2022;8055;OvovivipariteI2M2;0.6315;
0418670025/08/2022;04186700;25/08/2022;8054;RichesseI2M2;0.8163;
0418670025/08/2022;04186700;25/08/2022;7613;Ind Invert Multimetrique;0.7918;
0418670025/08/2022;04186700;25/08/2022;8050;NbTaxonsI2M2Contributifs;65;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3170.
0418750023/08/2022;04187500;23/08/2022;8058;IndiceShannonI2M2;0.8843;
0418750023/08/2022;04187500;23/08/2022;8057;AverageScorePerTaxonI2M2;0.8683;
0418750023/08/2022;04187500;23/08/2022;8056;PolyvoltinismeI2M2;1;
0418750023/08/2022;04187500;23/08/2022;8055;OvovivipariteI2M2;1;
0418750023/08/2022;04187500;23/08/2022;8054;RichesseI2M2;0.7551;
0418750023/08/2022;04187500;23/08/2022;7613;Ind Invert Multimetrique;0.9126;
0418750023/08/2022;04187500;23/08/2022;8050;NbTaxonsI2M2Contributifs;65;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50792.
0418752523/08/2022;04187525;23/08/2022;8058;IndiceShannonI2M2;0.5797;
0418752523/08/2022;04187525;23/08/2022;8057;AverageScorePerTaxonI2M2;0.7695;
0418752523/08/2022;04187525;23/08/2022;8056;PolyvoltinismeI2M2;0.9786;
0418752523/08/2022;04187525;23/08/2022;8055;OvovivipariteI2M2;0.7698;
0418752523/08/2022;04187525;23/08/2022;8054;RichesseI2M2;0.8085;
0418752523/08/2022;04187525;23/08/2022;7613;Ind Invert Multimetrique;0.7904;
0418752523/08/2022;04187525;23/08/2022;8050;NbTaxonsI2M2Contributifs;67;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 3206.
0418760024/08/2022;04187600;24/08/2022;8058;IndiceShannonI2M2;0.9281;
0418760024/08/2022;04187600;24/08/2022;8057;AverageScorePerTaxonI2M2;0.9681;
0418760024/08/2022;04187600;24/08/2022;8056;PolyvoltinismeI2M2;1;
0418760024/08/2022;04187600;24/08/2022;8055;OvovivipariteI2M2;1;
0418760024/08/2022;04187600;24/08/2022;8054;RichesseI2M2;0.6531;
0418760024/08/2022;04187600;24/08/2022;7613;Ind Invert Multimetrique;0.926;
0418760024/08/2022;04187600;24/08/2022;8050;NbTaxonsI2M2Contributifs;58;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011.
0418771024/08/2022;04187710;24/08/2022;8058;IndiceShannonI2M2;0.6302;
0418771024/08/2022;04187710;24/08/2022;8057;AverageScorePerTaxonI2M2;0.93;
0418771024/08/2022;04187710;24/08/2022;8056;PolyvoltinismeI2M2;0.8629;
0418771024/08/2022;04187710;24/08/2022;8055;OvovivipariteI2M2;0.8521;
0418771024/08/2022;04187710;24/08/2022;8054;RichesseI2M2;0.539;
0418771024/08/2022;04187710;24/08/2022;7613;Ind Invert Multimetrique;0.7844;
0418771024/08/2022;04187710;24/08/2022;8050;NbTaxonsI2M2Contributifs;52;
0418800026/08/2022;04188000;26/08/2022;8058;IndiceShannonI2M2;0.7334;
0418800026/08/2022;04188000;26/08/2022;8057;AverageScorePerTaxonI2M2;0.7468;
0418800026/08/2022;04188000;26/08/2022;8056;PolyvoltinismeI2M2;1;
0418800026/08/2022;04188000;26/08/2022;8055;OvovivipariteI2M2;0.7738;
0418800026/08/2022;04188000;26/08/2022;8054;RichesseI2M2;1;
0418800026/08/2022;04188000;26/08/2022;7613;Ind Invert Multimetrique;0.8475;
0418800026/08/2022;04188000;26/08/2022;8050;NbTaxonsI2M2Contributifs;70;Les taxons suivants, representant 1% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206.
0419000026/08/2022;04190000;26/08/2022;8058;IndiceShannonI2M2;0.8247;
0419000026/08/2022;04190000;26/08/2022;8057;AverageScorePerTaxonI2M2;0.9117;
0419000026/08/2022;04190000;26/08/2022;8056;PolyvoltinismeI2M2;0.8991;
0419000026/08/2022;04190000;26/08/2022;8055;OvovivipariteI2M2;0.7794;
0419000026/08/2022;04190000;26/08/2022;8054;RichesseI2M2;0.693;
0419000026/08/2022;04190000;26/08/2022;7613;Ind Invert Multimetrique;0.8296;
0419000026/08/2022;04190000;26/08/2022;8050;NbTaxonsI2M2Contributifs;60;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206.
0419065012/09/2022;04190650;12/09/2022;8058;IndiceShannonI2M2;0.8493;
0419065012/09/2022;04190650;12/09/2022;8057;AverageScorePerTaxonI2M2;0.7354;
0419065012/09/2022;04190650;12/09/2022;8056;PolyvoltinismeI2M2;0.8434;
0419065012/09/2022;04190650;12/09/2022;8055;OvovivipariteI2M2;0.7942;
0419065012/09/2022;04190650;12/09/2022;8054;RichesseI2M2;0.6735;
0419065012/09/2022;04190650;12/09/2022;7613;Ind Invert Multimetrique;0.7827;
0419065012/09/2022;04190650;12/09/2022;8050;NbTaxonsI2M2Contributifs;57;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011, 3170.
0419085222/08/2022;04190852;22/08/2022;8058;IndiceShannonI2M2;0.7514;
0419085222/08/2022;04190852;22/08/2022;8057;AverageScorePerTaxonI2M2;0.694;
0419085222/08/2022;04190852;22/08/2022;8056;PolyvoltinismeI2M2;1;
0419085222/08/2022;04190852;22/08/2022;8055;OvovivipariteI2M2;0.7816;
0419085222/08/2022;04190852;22/08/2022;8054;RichesseI2M2;0.3673;
0419085222/08/2022;04190852;22/08/2022;7613;Ind Invert Multimetrique;0.741;
0419085222/08/2022;04190852;22/08/2022;8050;NbTaxonsI2M2Contributifs;43;
0419283026/08/2022;04192830;26/08/2022;8058;IndiceShannonI2M2;0.6005;
0419283026/08/2022;04192830;26/08/2022;8057;AverageScorePerTaxonI2M2;0.5174;
0419283026/08/2022;04192830;26/08/2022;8056;PolyvoltinismeI2M2;0.7045;
0419283026/08/2022;04192830;26/08/2022;8055;OvovivipariteI2M2;0.5693;
0419283026/08/2022;04192830;26/08/2022;8054;RichesseI2M2;0.5714;
0419283026/08/2022;04192830;26/08/2022;7613;Ind Invert Multimetrique;0.594;
0419283026/08/2022;04192830;26/08/2022;8050;NbTaxonsI2M2Contributifs;51;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011.
0419295025/08/2022;04192950;25/08/2022;8058;IndiceShannonI2M2;0.7361;
0419295025/08/2022;04192950;25/08/2022;8057;AverageScorePerTaxonI2M2;0.9099;
0419295025/08/2022;04192950;25/08/2022;8056;PolyvoltinismeI2M2;0.8654;
0419295025/08/2022;04192950;25/08/2022;8055;OvovivipariteI2M2;0.6627;
0419295025/08/2022;04192950;25/08/2022;8054;RichesseI2M2;0.6122;
0419295025/08/2022;04192950;25/08/2022;7613;Ind Invert Multimetrique;0.7674;
0419295025/08/2022;04192950;25/08/2022;8050;NbTaxonsI2M2Contributifs;58;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011.
0419450025/08/2022;04194500;25/08/2022;8058;IndiceShannonI2M2;0.7102;
0419450025/08/2022;04194500;25/08/2022;8057;AverageScorePerTaxonI2M2;0.6042;
0419450025/08/2022;04194500;25/08/2022;8056;PolyvoltinismeI2M2;0.7903;
0419450025/08/2022;04194500;25/08/2022;8055;OvovivipariteI2M2;0.6223;
0419450025/08/2022;04194500;25/08/2022;8054;RichesseI2M2;0.8776;
0419450025/08/2022;04194500;25/08/2022;7613;Ind Invert Multimetrique;0.7114;
0419450025/08/2022;04194500;25/08/2022;8050;NbTaxonsI2M2Contributifs;66;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011, 3170.
0419500025/08/2022;04195000;25/08/2022;8058;IndiceShannonI2M2;0.9521;
0419500025/08/2022;04195000;25/08/2022;8057;AverageScorePerTaxonI2M2;0.9063;
0419500025/08/2022;04195000;25/08/2022;8056;PolyvoltinismeI2M2;0.7412;
0419500025/08/2022;04195000;25/08/2022;8055;OvovivipariteI2M2;0.7967;
0419500025/08/2022;04195000;25/08/2022;8054;RichesseI2M2;0.9404;
0419500025/08/2022;04195000;25/08/2022;7613;Ind Invert Multimetrique;0.8576;
0419500025/08/2022;04195000;25/08/2022;8050;NbTaxonsI2M2Contributifs;55;Les taxons suivants, representant 8% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011, 3127, 3206, 3170.
0419540022/08/2022;04195400;22/08/2022;8058;IndiceShannonI2M2;0.6117;
0419540022/08/2022;04195400;22/08/2022;8057;AverageScorePerTaxonI2M2;0.6777;
0419540022/08/2022;04195400;22/08/2022;8056;PolyvoltinismeI2M2;0.6886;
0419540022/08/2022;04195400;22/08/2022;8055;OvovivipariteI2M2;0.3992;
0419540022/08/2022;04195400;22/08/2022;8054;RichesseI2M2;0.5306;
0419540022/08/2022;04195400;22/08/2022;7613;Ind Invert Multimetrique;0.5828;
0419540022/08/2022;04195400;22/08/2022;8050;NbTaxonsI2M2Contributifs;49;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0419595021/07/2022;04195950;21/07/2022;8058;IndiceShannonI2M2;0.0678;
0419595021/07/2022;04195950;21/07/2022;8057;AverageScorePerTaxonI2M2;0.501;
0419595021/07/2022;04195950;21/07/2022;8056;PolyvoltinismeI2M2;0.5172;
0419595021/07/2022;04195950;21/07/2022;8055;OvovivipariteI2M2;0.4119;
0419595021/07/2022;04195950;21/07/2022;8054;RichesseI2M2;0.3265;
0419595021/07/2022;04195950;21/07/2022;7613;Ind Invert Multimetrique;0.383;
0419595021/07/2022;04195950;21/07/2022;8050;NbTaxonsI2M2Contributifs;39;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0419600821/07/2022;04196008;21/07/2022;8058;IndiceShannonI2M2;0.9597;
0419600821/07/2022;04196008;21/07/2022;8057;AverageScorePerTaxonI2M2;0.5416;
0419600821/07/2022;04196008;21/07/2022;8056;PolyvoltinismeI2M2;0.8294;
0419600821/07/2022;04196008;21/07/2022;8055;OvovivipariteI2M2;0.3923;
0419600821/07/2022;04196008;21/07/2022;8054;RichesseI2M2;0.5981;
0419600821/07/2022;04196008;21/07/2022;7613;Ind Invert Multimetrique;0.653;
0419600821/07/2022;04196008;21/07/2022;8050;NbTaxonsI2M2Contributifs;48;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011.
0419609501/06/2022;04196095;01/06/2022;8058;IndiceShannonI2M2;0.6458;
0419609501/06/2022;04196095;01/06/2022;8057;AverageScorePerTaxonI2M2;0.8246;
0419609501/06/2022;04196095;01/06/2022;8056;PolyvoltinismeI2M2;0.5424;
0419609501/06/2022;04196095;01/06/2022;8055;OvovivipariteI2M2;0.5514;
0419609501/06/2022;04196095;01/06/2022;8054;RichesseI2M2;0.8367;
0419609501/06/2022;04196095;01/06/2022;7613;Ind Invert Multimetrique;0.6707;
0419609501/06/2022;04196095;01/06/2022;8050;NbTaxonsI2M2Contributifs;68;Les taxons suivants, representant 7% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50011, 3127, 3206, 3170.
0419630021/07/2022;04196300;21/07/2022;8058;IndiceShannonI2M2;1;
0419630021/07/2022;04196300;21/07/2022;8057;AverageScorePerTaxonI2M2;0.5884;
0419630021/07/2022;04196300;21/07/2022;8056;PolyvoltinismeI2M2;0.98;
0419630021/07/2022;04196300;21/07/2022;8055;OvovivipariteI2M2;0.6726;
0419630021/07/2022;04196300;21/07/2022;8054;RichesseI2M2;0.622;
0419630021/07/2022;04196300;21/07/2022;7613;Ind Invert Multimetrique;0.7713;
0419630021/07/2022;04196300;21/07/2022;8050;NbTaxonsI2M2Contributifs;51;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0419690705/05/2022;04196907;05/05/2022;8058;IndiceShannonI2M2;0.3264;
0419690705/05/2022;04196907;05/05/2022;8057;AverageScorePerTaxonI2M2;0.8093;
0419690705/05/2022;04196907;05/05/2022;8056;PolyvoltinismeI2M2;0.6108;
0419690705/05/2022;04196907;05/05/2022;8055;OvovivipariteI2M2;0.5637;
0419690705/05/2022;04196907;05/05/2022;8054;RichesseI2M2;0.6897;
0419690705/05/2022;04196907;05/05/2022;7613;Ind Invert Multimetrique;0.6077;
0419690705/05/2022;04196907;05/05/2022;8050;NbTaxonsI2M2Contributifs;46;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206.
0419781829/08/2022;04197818;29/08/2022;8058;IndiceShannonI2M2;0.9574;
0419781829/08/2022;04197818;29/08/2022;8057;AverageScorePerTaxonI2M2;0.9424;
0419781829/08/2022;04197818;29/08/2022;8056;PolyvoltinismeI2M2;0.8836;
0419781829/08/2022;04197818;29/08/2022;8055;OvovivipariteI2M2;0.8369;
0419781829/08/2022;04197818;29/08/2022;8054;RichesseI2M2;0.8464;
0419781829/08/2022;04197818;29/08/2022;7613;Ind Invert Multimetrique;0.8927;
0419781829/08/2022;04197818;29/08/2022;8050;NbTaxonsI2M2Contributifs;55;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 50792, 50011.
0419937005/05/2022;04199370;05/05/2022;8058;IndiceShannonI2M2;0.6261;
0419937005/05/2022;04199370;05/05/2022;8057;AverageScorePerTaxonI2M2;1;
0419937005/05/2022;04199370;05/05/2022;8056;PolyvoltinismeI2M2;0.891;
0419937005/05/2022;04199370;05/05/2022;8055;OvovivipariteI2M2;1;
0419937005/05/2022;04199370;05/05/2022;8054;RichesseI2M2;0.4075;
0419937005/05/2022;04199370;05/05/2022;7613;Ind Invert Multimetrique;0.8182;
0419937005/05/2022;04199370;05/05/2022;8050;NbTaxonsI2M2Contributifs;38;
0419962005/05/2022;04199620;05/05/2022;8058;IndiceShannonI2M2;0.1587;
0419962005/05/2022;04199620;05/05/2022;8057;AverageScorePerTaxonI2M2;0.2503;
0419962005/05/2022;04199620;05/05/2022;8056;PolyvoltinismeI2M2;0.0309;
0419962005/05/2022;04199620;05/05/2022;8055;OvovivipariteI2M2;0.0934;
0419962005/05/2022;04199620;05/05/2022;8054;RichesseI2M2;0.0627;
0419962005/05/2022;04199620;05/05/2022;7613;Ind Invert Multimetrique;0.1202;
0419962005/05/2022;04199620;05/05/2022;8050;NbTaxonsI2M2Contributifs;26;Les taxons suivants, representant 10% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206, 3170.
0419986529/08/2022;04199865;29/08/2022;8058;IndiceShannonI2M2;1;
0419986529/08/2022;04199865;29/08/2022;8057;AverageScorePerTaxonI2M2;0.8498;
0419986529/08/2022;04199865;29/08/2022;8056;PolyvoltinismeI2M2;0.77;
0419986529/08/2022;04199865;29/08/2022;8055;OvovivipariteI2M2;0.6629;
0419986529/08/2022;04199865;29/08/2022;8054;RichesseI2M2;1;
0419986529/08/2022;04199865;29/08/2022;7613;Ind Invert Multimetrique;0.8389;
0419986529/08/2022;04199865;29/08/2022;8050;NbTaxonsI2M2Contributifs;67;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3127, 3206.
0420118503/05/2022;04201185;03/05/2022;8058;IndiceShannonI2M2;0.5781;
0420118503/05/2022;04201185;03/05/2022;8057;AverageScorePerTaxonI2M2;0.6813;
0420118503/05/2022;04201185;03/05/2022;8056;PolyvoltinismeI2M2;0.6471;
0420118503/05/2022;04201185;03/05/2022;8055;OvovivipariteI2M2;0.6964;
0420118503/05/2022;04201185;03/05/2022;8054;RichesseI2M2;0.5918;
0420118503/05/2022;04201185;03/05/2022;7613;Ind Invert Multimetrique;0.6453;
0420118503/05/2022;04201185;03/05/2022;8050;NbTaxonsI2M2Contributifs;54;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 49953, 3206.
0420430017/08/2022;04204300;17/08/2022;8058;IndiceShannonI2M2;0.8237;
0420430017/08/2022;04204300;17/08/2022;8057;AverageScorePerTaxonI2M2;0.416;
0420430017/08/2022;04204300;17/08/2022;8056;PolyvoltinismeI2M2;0.4653;
0420430017/08/2022;04204300;17/08/2022;8055;OvovivipariteI2M2;0.3258;
0420430017/08/2022;04204300;17/08/2022;8054;RichesseI2M2;0.7656;
0420430017/08/2022;04204300;17/08/2022;7613;Ind Invert Multimetrique;0.5315;
0420430017/08/2022;04204300;17/08/2022;8050;NbTaxonsI2M2Contributifs;54;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3127.
0420550002/05/2022;04205500;02/05/2022;8058;IndiceShannonI2M2;0.2712;
0420550002/05/2022;04205500;02/05/2022;8057;AverageScorePerTaxonI2M2;0.4522;
0420550002/05/2022;04205500;02/05/2022;8056;PolyvoltinismeI2M2;0.3356;
0420550002/05/2022;04205500;02/05/2022;8055;OvovivipariteI2M2;0.1977;
0420550002/05/2022;04205500;02/05/2022;8054;RichesseI2M2;0.8777;
0420550002/05/2022;04205500;02/05/2022;7613;Ind Invert Multimetrique;0.4045;
0420550002/05/2022;04205500;02/05/2022;8050;NbTaxonsI2M2Contributifs;51;Les taxons suivants, representant 6% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206, 3170.
0420740018/07/2022;04207400;18/07/2022;8058;IndiceShannonI2M2;0.7147;
0420740018/07/2022;04207400;18/07/2022;8057;AverageScorePerTaxonI2M2;0.4185;
0420740018/07/2022;04207400;18/07/2022;8056;PolyvoltinismeI2M2;0.2616;
0420740018/07/2022;04207400;18/07/2022;8055;OvovivipariteI2M2;0.0095;
0420740018/07/2022;04207400;18/07/2022;8054;RichesseI2M2;0.5329;
0420740018/07/2022;04207400;18/07/2022;7613;Ind Invert Multimetrique;0.3594;
0420740018/07/2022;04207400;18/07/2022;8050;NbTaxonsI2M2Contributifs;40;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011.
0420900018/07/2022;04209000;18/07/2022;8058;IndiceShannonI2M2;1;
0420900018/07/2022;04209000;18/07/2022;8057;AverageScorePerTaxonI2M2;0.3454;
0420900018/07/2022;04209000;18/07/2022;8056;PolyvoltinismeI2M2;0.1119;
0420900018/07/2022;04209000;18/07/2022;8055;OvovivipariteI2M2;0.0972;
0420900018/07/2022;04209000;18/07/2022;8054;RichesseI2M2;0.8134;
0420900018/07/2022;04209000;18/07/2022;7613;Ind Invert Multimetrique;0.4223;
0420900018/07/2022;04209000;18/07/2022;8050;NbTaxonsI2M2Contributifs;59;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3127.
0421080004/05/2022;04210800;04/05/2022;8058;IndiceShannonI2M2;0.5093;
0421080004/05/2022;04210800;04/05/2022;8057;AverageScorePerTaxonI2M2;0.4118;
0421080004/05/2022;04210800;04/05/2022;8056;PolyvoltinismeI2M2;0.338;
0421080004/05/2022;04210800;04/05/2022;8055;OvovivipariteI2M2;0.3753;
0421080004/05/2022;04210800;04/05/2022;8054;RichesseI2M2;0.3762;
0421080004/05/2022;04210800;04/05/2022;7613;Ind Invert Multimetrique;0.398;
0421080004/05/2022;04210800;04/05/2022;8050;NbTaxonsI2M2Contributifs;35;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206.
0421100002/08/2022;04211000;02/08/2022;8058;IndiceShannonI2M2;0.4569;
0421100002/08/2022;04211000;02/08/2022;8057;AverageScorePerTaxonI2M2;0.2351;
0421100002/08/2022;04211000;02/08/2022;8056;PolyvoltinismeI2M2;0.2569;
0421100002/08/2022;04211000;02/08/2022;8055;OvovivipariteI2M2;0;
0421100002/08/2022;04211000;02/08/2022;8054;RichesseI2M2;0.5742;
0421100002/08/2022;04211000;02/08/2022;7613;Ind Invert Multimetrique;0.2782;
0421100002/08/2022;04211000;02/08/2022;8050;NbTaxonsI2M2Contributifs;46;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3206.
0421270004/05/2022;04212700;04/05/2022;8058;IndiceShannonI2M2;0.7031;
0421270004/05/2022;04212700;04/05/2022;8057;AverageScorePerTaxonI2M2;0.4663;
0421270004/05/2022;04212700;04/05/2022;8056;PolyvoltinismeI2M2;0.1521;
0421270004/05/2022;04212700;04/05/2022;8055;OvovivipariteI2M2;0.2294;
0421270004/05/2022;04212700;04/05/2022;8054;RichesseI2M2;0.622;
0421270004/05/2022;04212700;04/05/2022;7613;Ind Invert Multimetrique;0.407;
0421270004/05/2022;04212700;04/05/2022;8050;NbTaxonsI2M2Contributifs;51;Les taxons suivants, representant 4% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 3127, 3206.
0421710002/06/2022;04217100;02/06/2022;8058;IndiceShannonI2M2;0.36;
0421710002/06/2022;04217100;02/06/2022;8057;AverageScorePerTaxonI2M2;0.9124;
0421710002/06/2022;04217100;02/06/2022;8056;PolyvoltinismeI2M2;0.5591;
0421710002/06/2022;04217100;02/06/2022;8055;OvovivipariteI2M2;0.1937;
0421710002/06/2022;04217100;02/06/2022;8054;RichesseI2M2;0.5016;
0421710002/06/2022;04217100;02/06/2022;7613;Ind Invert Multimetrique;0.5113;
0421710002/06/2022;04217100;02/06/2022;8050;NbTaxonsI2M2Contributifs;41;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3206.
0421740002/06/2022;04217400;02/06/2022;8058;IndiceShannonI2M2;0.5384;
0421740002/06/2022;04217400;02/06/2022;8057;AverageScorePerTaxonI2M2;0.8811;
0421740002/06/2022;04217400;02/06/2022;8056;PolyvoltinismeI2M2;0.7104;
0421740002/06/2022;04217400;02/06/2022;8055;OvovivipariteI2M2;0.523;
0421740002/06/2022;04217400;02/06/2022;8054;RichesseI2M2;1;
0421740002/06/2022;04217400;02/06/2022;7613;Ind Invert Multimetrique;0.7219;
0421740002/06/2022;04217400;02/06/2022;8050;NbTaxonsI2M2Contributifs;59;Les taxons suivants, representant 2% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0432200016/09/2022;04322000;16/09/2022;8058;IndiceShannonI2M2;0.9225;
0432200016/09/2022;04322000;16/09/2022;8057;AverageScorePerTaxonI2M2;1;
0432200016/09/2022;04322000;16/09/2022;8056;PolyvoltinismeI2M2;0.9455;
0432200016/09/2022;04322000;16/09/2022;8055;OvovivipariteI2M2;0.8019;
0432200016/09/2022;04322000;16/09/2022;8054;RichesseI2M2;0.6531;
0432200016/09/2022;04322000;16/09/2022;7613;Ind Invert Multimetrique;0.875;
0432200016/09/2022;04322000;16/09/2022;8050;NbTaxonsI2M2Contributifs;61;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 20359, 49953.
0432500615/09/2022;04325006;15/09/2022;8058;IndiceShannonI2M2;0.4749;
0432500615/09/2022;04325006;15/09/2022;8057;AverageScorePerTaxonI2M2;0.494;
0432500615/09/2022;04325006;15/09/2022;8056;PolyvoltinismeI2M2;0.341;
0432500615/09/2022;04325006;15/09/2022;8055;OvovivipariteI2M2;0.1597;
0432500615/09/2022;04325006;15/09/2022;8054;RichesseI2M2;0.3265;
0432500615/09/2022;04325006;15/09/2022;7613;Ind Invert Multimetrique;0.3544;
0432500615/09/2022;04325006;15/09/2022;8050;NbTaxonsI2M2Contributifs;38;Les taxons suivants, representant 3% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011.
0433300009/08/2022;04333000;09/08/2022;8058;IndiceShannonI2M2;0.7336;
0433300009/08/2022;04333000;09/08/2022;8057;AverageScorePerTaxonI2M2;0.5493;
0433300009/08/2022;04333000;09/08/2022;8056;PolyvoltinismeI2M2;0.5679;
0433300009/08/2022;04333000;09/08/2022;8055;OvovivipariteI2M2;0.3732;
0433300009/08/2022;04333000;09/08/2022;8054;RichesseI2M2;0.3878;
0433300009/08/2022;04333000;09/08/2022;7613;Ind Invert Multimetrique;0.5197;
0433300009/08/2022;04333000;09/08/2022;8050;NbTaxonsI2M2Contributifs;42;Les taxons suivants, representant 7% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50792, 50011, 3170.
0435400123/08/2022;04354001;23/08/2022;8058;IndiceShannonI2M2;0.4515;
0435400123/08/2022;04354001;23/08/2022;8057;AverageScorePerTaxonI2M2;0.5186;
0435400123/08/2022;04354001;23/08/2022;8056;PolyvoltinismeI2M2;0.6689;
0435400123/08/2022;04354001;23/08/2022;8055;OvovivipariteI2M2;0.5716;
0435400123/08/2022;04354001;23/08/2022;8054;RichesseI2M2;0.3469;
0435400123/08/2022;04354001;23/08/2022;7613;Ind Invert Multimetrique;0.5259;
0435400123/08/2022;04354001;23/08/2022;8050;NbTaxonsI2M2Contributifs;41;Les taxons suivants, representant 5% des taxons du prelevement, n'ont pas ete pris en compte dans le calcul : 50011, 3170.
0436000102/06/2022;04360001;02/06/2022;8058;IndiceShannonI2M2;0.3167;
0436000102/06/2022;04360001;02/06/2022;8057;AverageScorePerTaxonI2M2;0.6006;
